Date,Mean discharge (Observed),Q sat discharge
1-1-2009,95,104.5999985
2-1-2009,138.1000061,101.8000031
3-1-2009,239,102
4-1-2009,178,108.6999969
5-1-2009,147.6999969,115.1999969
6-1-2009,132.3000031,120.0999985
7-1-2009,125.3000031,119.9000015
8-1-2009,121,117
9-1-2009,120.8000031,112.5
10-1-2009,119.6999969,108
11-1-2009,118.5999985,103.0999985
12-1-2009,117.5,99.31999969
13-1-2009,116.4000015,94.88999939
14-1-2009,118.5,92.69999695
15-1-2009,126.5,91.44000244
16-1-2009,139.1000061,90.75
17-1-2009,142.8000031,97.08000183
18-1-2009,146.1000061,104.1999969
19-1-2009,152.3000031,105.0999985
20-1-2009,154.6000061,103.5
21-1-2009,145,101.1999969
22-1-2009,124,99.37000275
23-1-2009,129.3999939,97.19999695
24-1-2009,147.8000031,93.23999786
25-1-2009,151.6000061,94.55999756
26-1-2009,149.5,93.26999664
27-1-2009,141.5,91.94999695
28-1-2009,126.6999969,90.83999634
29-1-2009,118.3000031,90.23999786
30-1-2009,137.6000061,88.97000122
31-1-2009,160.5,88.11000061
1-2-2009,163.3000031,86.55999756
2-2-2009,158.3000031,85.68000031
3-2-2009,143.3999939,84.69999695
4-2-2009,143.8000031,84.30999756
5-2-2009,152.6000061,84.59999847
6-2-2009,178.1999969,87.97000122
7-2-2009,189.8999939,89.90000153
8-2-2009,192.6000061,88.48999786
9-2-2009,185.5,88.51999664
10-2-2009,167.3999939,96.91000366
11-2-2009,151,137.3999939
12-2-2009,155.8999939,171.3000031
13-2-2009,189.6999969,160.8000031
14-2-2009,194.1000061,155.3999939
15-2-2009,195.1999969,157.6999969
16-2-2009,173.8999939,165.5
17-2-2009,152.3000031,169.3000031
18-2-2009,152.8999939,162.8999939
19-2-2009,182.8999939,151.8000031
20-2-2009,213.1000061,142.8000031
